ISIL;ILN;ELN;Bibliothek;Anschrift;PLZ;Ort;Bundesland;Land;Lat;Long;Website;OPAC
--;0364;4364;Institut für niederdeutsche Sprache e. V.;Schnoor 41-43;28195;Bremen;Bremen;DE;53.07257;8.81035;https://www.ins-bremen.de;https://kxp.k10plus.de/DB=9.359/
DE-Bre1;0365;4365;Staatsarchiv Bremen;Am Staatsarchiv 1;28203;Bremen;Bremen;DE;53.07693;8.81642;https://www.staatsarchiv.bremen.de/;https://kxp.k10plus.de/DB=9.359/
DE-1373;0370;4370;HafenCity UniversitaÌˆt Hamburg, Bibliothek;Henning-Voscherau-Platz 1;20457;Hamburg;Hamburg;DE;53.54042;10.00513;https://www.hcu-hamburg.de/bibliothek/;https://katalog.hcu-hamburg.de
DE 4371;0371;4371;HafenCity UniversitaÌˆt Hamburg, Bibliothek;Henning-Voscherau-Platz 1;20457;Hamburg;Hamburg;DE;53.54042;10.00513;https://www.hcu-hamburg.de/bibliothek/;https://katalog.hcu-hamburg.de
--;0372;1073/0001;HafenCity UniversitaÌˆt Hamburg, Bibliothek;Henning-Voscherau-Platz 1;20457;Hamburg;Hamburg;DE;53.54042;10.00513;https://www.hcu-hamburg.de/bibliothek/;https://katalog.hcu-hamburg.de
DE-Apn1;0372;1073/0006;Unteroffizierschule der Luftwaffe, Ausbildungsunterstützungsgruppe, Bibliothek und Fachinformationsstelle;Hauptstr. 141;25482;Appen;Schleswig-Holstein;DE;53.65389;9.70882;https://www.hcu-hamburg.de/bibliothek/;https://katalog.hcu-hamburg.de
DE-R134;0372;1073/0007;Marinekommando / Fachinformations- und Vorschriftenstelle (Bibliothek);Kopernikusstr. 1;18057;Rostock;Mecklenburg-Vorpommern;DE;54.08648;12.09131;http://www.marine.de/;https://katalog.hcu-hamburg.de
DE-Mu1;0372;1073/0009;Wehrwissenschaftliches Institut für Schutztechnologien - ABC-Schutz, Fachinformationsstelle;Humboldtstr. 100;29633;Munster;Niedersachsen;DE;53.00239;10.14199;http://www.baainbw.de/portal/a/baain/diensts/wis;https://katalog.hcu-hamburg.de
--;0374;2030;Wehrwissenschaftliches Institut für Schutztechnologien - ABC-Schutz, Fachinformationsstelle;Humboldtstr. 100;29633;Munster;Niedersachsen;DE;53.00239;10.14199;http://www.baainbw.de/portal/a/baain/diensts/wis;https://katalog.hcu-hamburg.de
DE-B1562;0375;4375;Deutsches Zentrum für Altersfragen e.V. (DZA), Bibliothek;Manfred-von-Richthofen-Str. 2;12101;Berlin;Berlin;DE;52.48466;13.38452;https://www.dza.de/ueber-uns/bibliothek;https://lbsvz2.gbv.de/DB=41/
DE-B2224;0376;4376;Katholische Hochschule für Sozialwesen Berlin, Bibliothek;Köpenicker Allee 39/57;10318;Berlin;Berlin;DE;52.48816;13.53438;https://www.khsb-berlin.de/de/Bibliothek;https://khsb-bibliothek.on.worldcat.org/discovery
DE-B1569;0377;4377;Information Center of the European School of Management and Technology GmbH (esmt Information Center);Schloßplatz 1;10178;Berlin;Berlin;DE;52.51570;13.40102;https://de.esmt.org/;https://khsb-bibliothek.on.worldcat.org/discovery
DE-H370;0378;4378;Evangelische Mission Weltweit, Bibliothek;Normannenweg 17-21;20537;Hamburg;Hamburg;DE;53.55092;10.03137;https://mission-weltweit.de/;http://vzopc4.gbv.de:8080/DB=39/
DE-Hs2;0379;4379;Gleimhaus - Museum der deutschen Aufklärung, Bibliothek;Domplatz 31;38820;Halberstadt;Sachsen-Anhalt;DE;51.89652;11.04995;http://www.gleimhaus.de;http://vzopc4.gbv.de:8080/DB=39/
DE-B1570;0380;4380;Hertie School, Library and Information Services;Friedrichstr. 180;10117;Berlin;Berlin;DE;52.51287;13.38927;http://www.hertie-school.org/library/;https://lbsvz1.gbv.de/DB=36/LNG=EN/
--;0381;4381;Hertie School, Library and Information Services;Friedrichstr. 180;10117;Berlin;Berlin;DE;52.51287;13.38927;http://www.hertie-school.org/library/;https://lbsvz1.gbv.de/DB=36/LNG=EN/
DE-Ki109;0381;4381/0001;früher: Helmholtz-Zentrum für Ozeanforschung Kiel (GEOMAR), Bibliothek Westufer;Friedrichstr. 180;10117;Berlin;Berlin;DE;52.51287;13.38927;http://www.hertie-school.org/library/;https://lbsvz1.gbv.de/DB=36/LNG=EN/
DE-Ki130;0381;4381/0002;Helmholtz-Zentrum für Ozeanforschung Kiel (GEOMAR), Bibliothek;Wischhofstr. 1-3;24148;Kiel;Schleswig-Holstein;DE;54.32739;10.17915;https://www.geomar.de/bibliothek;http://vzopc4.gbv.de:8080/DB=37/LNG=DU/
;0382;4382;UB Rostock Bibliographie;;;;;;;;;
DE-Wb2;0384;3346;früher: Stiftung Luthergedenkstätten in Sachsen-Anhalt, Lutherhaus Wittenberg, Bibliothek;Wischhofstr. 1-3;24148;Kiel;Schleswig-Holstein;DE;54.32739;10.17915;https://www.geomar.de/bibliothek;http://vzopc4.gbv.de:8080/DB=37/LNG=DU/
DE-F42;0385;3614;Philosophisch-Theologische Hochschule Sankt Georgen, Bibliothek;Offenbacher Landstr. 224;60599;Frankfurt/Main;Hessen;DE;50.09880;8.71281;http://www.sankt-georgen.de/bibliothek/index.html;https://lbsopac.rz.uni-frankfurt.de/IMPLAND=Y/SRT=YOP/LNG=DU/DB=60/
--;0389;4389;Philosophisch-Theologische Hochschule Sankt Georgen, Bibliothek;Offenbacher Landstr. 224;60599;Frankfurt/Main;Hessen;DE;50.09880;8.71281;http://www.sankt-georgen.de/bibliothek/index.html;https://lbsopac.rz.uni-frankfurt.de/IMPLAND=Y/SRT=YOP/LNG=DU/DB=60/
DE-579;0390;0579;Constructor University Bremen gGmbH, IRC-Library;Campus Ring 1;28759;Bremen;Bremen;DE;53.16838;8.65033;http://pages.constructor.university/library;https://lbsopac.rz.uni-frankfurt.de/IMPLAND=Y/SRT=YOP/LNG=DU/DB=60/
DE-Ha101;0444;3318;Stiftung Händel-Haus, Bibliothek;Kleine Marktstr. 5;06108;Halle/Saale;Sachsen-Anhalt;DE;51.48409;11.96732;http://www.haendelhaus.de/bibliothek/bibliothek.html;https://lbsopac.rz.uni-frankfurt.de/IMPLAND=Y/SRT=YOP/LNG=DU/DB=60/
--;0491;3491;Stiftung Händel-Haus, Bibliothek;Kleine Marktstr. 5;06108;Halle/Saale;Sachsen-Anhalt;DE;51.48409;11.96732;http://www.haendelhaus.de/bibliothek/bibliothek.html;https://lbsopac.rz.uni-frankfurt.de/IMPLAND=Y/SRT=YOP/LNG=DU/DB=60/
DE-Y9;0496;3496;Orient-Institut Beirut;Rue Hussein Beyhum;2988;Beirut;Libanon;LB;33.89339;35.49683;http://www.orient-institut.org/Germany/index.aspx?pageid=659;http://vzlbs2.gbv.de/DB=49/
DE-1237;0503;8485;Bibliothek der Stadt Ilmenau;Bahnhofstr. 7;98693;Ilmenau;Thüringen;DE;50.68502;10.91855;http://www.ilmenau.de/527-0-Stadtbibliothek.html;https://bibkataloge.de/ilmenau
DE-Y11;0597;4597;Orient-Institut Istanbul;Galip Dede Cad. No. 65;34421;Istanbul;Türkei;TR;41.02705;28.97458;https://oiist.org/bibliothek;http://lbsvz2.gbv.de/DB=47/
DE-Wa1;0600;4600;Leibniz-Institut fuÌˆr Ostseeforschung WarnemuÌˆnde, Bibliothek;Seestr. 15;18119;Rostock;Mecklenburg-Vorpommern;DE;54.17967;12.08172;http://www.io-warnemuende.de/;http://opac.lbs-rostock.gbv.de/DB=1.2/LNG=DU/
DE-18-306;0601;4601;Bibliotheks- und Informationsservice (BIS) fuÌˆr Erdsystemforschung;Bundesstr. 53;20146;Hamburg;Hamburg;DE;53.56776;9.97530;http://bis-erdsystem.de;http://opac.lbs-rostock.gbv.de/DB=1.2/LNG=DU/
DE-B1556;0603;4603;Evangelische Hochschule Berlin, Bibliothek;Teltower Damm 118-122;14167;Berlin;Berlin;DE;52.42374;13.26240;http://www.eh-berlin.de/hochschule/bibliothek/schlagzeilen.html;http://vzlbs2.gbv.de/DB=51/LNG=DU/
DE-Hel1;0604;3122;Ehemalige Universitätsbibliothek;Collegienpl. 1;38350;Helmstedt;Niedersachsen;DE;52.22929;11.00858;https://www.landkreis-helmstedt.de/portal/seiten/ehemalige-universitaetsbibliothek-in-helmstedt-900000130-34150.html;http://vzlbs2.gbv.de/DB=51/LNG=DU/
DE-B1578;0605;4605;Institute for Cultural Inquiry- Kulturlabor, Bibliothek;Christinenstr. 18/19;10119;Berlin;Berlin;DE;52.53217;13.41088;http://www.ici-berlin.org/library/;http://vzlbs2.gbv.de/DB=50/
DE-B1549;0606;4606;Stiftung Topographie des Terrors, Bibliothek;Niederkirchnerstr. 8;10963;Berlin;Berlin;DE;52.50686;13.38397;http://www.topographie.de/bibliothek/;http://www.topographie.de/opac/
--;0606;4606/0001;Stiftung Topographie des Terrors, Bibliothek;Niederkirchnerstr. 8;10963;Berlin;Berlin;DE;52.50686;13.38397;http://www.topographie.de/bibliothek/;http://www.topographie.de/opac/
DE-H373;0607;4607;Institut für Theologie und Frieden, Bibliothek;Herrengraben 4;20459;Hamburg;Hamburg;DE;53.54887;9.98347;http://www.ithf.de/bibliothek;https://lbsvz2.gbv.de/LNG=DU/DB=55/
DE-H369;0608;8296;Kuratorium für Forschung im Küsteningenieurwesen (KFKI), Bibliothek;Wedeler Landstr. 157 (Bundesanstalt für Wasserbau);22559;Hamburg;Hamburg;DE;53.58330;9.73697;http://www.kfki.de;https://vzb.baw.de/InfoGuideClient/start.do
;0609;3609;Projekt Leibniz Arbeitsbibliothek;;;;;;;;;
DE-H2;0612;3549;Bundesamt für Seeschifffahrt und Hydrographie, Bibliothek;Bernhard-Nocht-Str. 78;20359;Hamburg;Hamburg;DE;53.54696;9.96724;https://www.bsh.de/bibliothek;https://bibliothek.bsh.de/webOPACClient/start.do
;0613;4613;Leibniz-Bibliographie;;;;;;;;;
DE-Hil8;0616;4616;Center for World Music, Bibliothek;Marienburger Platz 22;31141;Hildesheim;Niedersachsen;DE;52.13386;9.97507;https://www.uni-hildesheim.de/index.php?id=3006;http://gso.gbv.de/DB=2.912/
DE-Hv137;0617;4617;Leibniz-Fachhochschule Hannover, Bibliothek;Expo Plaza 11;30539;Hannover;Niedersachsen;DE;52.32079;9.81908;http://www.leibniz-fh.de;http://gso.gbv.de/DB=2.912/
DE-B1582;0618;4618;Bibliothek des Konservatismus;Fasanenstraße 4;10623;Berlin;Berlin;DE;52.50735;13.32781;http://www.bdk-berlin.org;http://www.bdk-berlin.org/bibliothek/katalog/
DE-Os8;0619;4619;Deutsche Bundesstiftung Umwelt, Bibliothek;An der Bornau 2;49090;Osnabrück;Niedersachsen;DE;52.28619;8.03244;http://www.dbu.de/642.html;http://www.bdk-berlin.org/bibliothek/katalog/
DE-476;0632;0476;Landeshauptstadt Kiel, Stadtarchiv;Fleethörn 9;24103;Kiel;Schleswig-Holstein;DE;54.32225;10.13265;http://www.stadtarchiv-kiel.de;http://vzlbs2.gbv.de/DB=59/LNG=DU/
DE-H49;0633;3553;Gelehrtenschule des Johanneums, Bibliotheca Johannei;Maria-Louisen-Str. 114;22301;Hamburg;Hamburg;DE;53.58975;10.00693;https://www.johanneum-hamburg.de/;http://141.91.210.12:8061/alipac
DE-Gz1;0634;4634;Staatliche Bücher- und Kupferstichsammlung Greiz, Stiftung der Älteren Linie des Hauses Reuß, Bibliothek;Sommerpalais;07973;Greiz;Thüringen;DE;50.65772;12.19221;http://www.sommerpalais-greiz.de;http://141.91.210.12:8061/alipac
DE-B2138;0635;3635;Leibniz-Zentrum Moderner Orient, Bibliothek, Geisteswissenschaftliche Zentren Berlin e.V.;Kirchweg 33;14129;Berlin;Berlin;DE;52.42807;13.20232;http://www.zmo.de/biblio/main.htm;http://141.91.210.12:8061/alipac
DE-H357;0636;3014;Hamburger Institut für Sozialforschung, Bibliothek;Mittelweg 36;20148;Hamburg;Hamburg;DE;53.56922;9.99461;http://www.his-online.de/bibliothek/;https://vzlbs3.gbv.de/DB=8/
DE-205;0640;0205;Commerzbibliothek der Handelskammer Hamburg;Adolphsplatz 1;20457;Hamburg;Hamburg;DE;53.55002;9.99097;http://www.commerzbibliothek.de;https://lbsvz2.gbv.de/DB=67/LNG=DU/
;0642;3642;Museen, Oldenburg;;;;;;;;;
;0644;4644;Jüdische Bibliothek Hannover;;;;;;;;;
DE-Rhn2;0646;4646;früher: Akademie für Gesundheitsberufe, Bibliothek;Adolphsplatz 1;20457;Hamburg;Hamburg;DE;53.55002;9.99097;http://www.commerzbibliothek.de;https://lbsvz2.gbv.de/DB=67/LNG=DU/
DE-Bre14;0647;4647;Leibniz-Zentrum für Marine Tropenforschung (ZMT) GmbH, Bibliothek;Fahrenheitstr. 6;28359;Bremen;Bremen;DE;53.10789;8.84603;https://www.leibniz-zmt.de/de/forschung-infrastruktur/media-unit.html;http://gso.gbv.de/DB=9.647/
DE-1942;0648;4648;EBS Universität für Wirtschaft und Recht, Learning Center, Oestrich-Winkel, Fachbibliothek Wirtschaftswissenschaften und Rechtswissenschaften;Rheingaustr. 1;65375;Oestrich-Winkel;Hessen;DE;50.01250;8.04975;https://www.ebs.edu/de/learning-center;http://vzlbs2.gbv.de/DB=65/LNG=DU/
--;0649;4649;EBS Universität für Wirtschaft und Recht, Learning Center, Oestrich-Winkel, Fachbibliothek Wirtschaftswissenschaften und Rechtswissenschaften;Rheingaustr. 1;65375;Oestrich-Winkel;Hessen;DE;50.01250;8.04975;https://www.ebs.edu/de/learning-center;http://vzlbs2.gbv.de/DB=65/LNG=DU/
;0650;9870;Hamburger Schulbibliotheken Netzwerk;;;;;;;;;
;0650;9870/0001;Fritz-Köhne Schule;;;;;;;;;
;0650;9870/0002;Schule Rungwisch;;;;;;;;;
;0650;9870/0003;Schule An der Glinder Au;;;;;;;;;
;0650;9870/0004;Gretel-Bergmann-Schule;;;;;;;;;
;0650;9870/0005;Otto-Hahn-Schule;;;;;;;;;
;0650;9870/0006;Ida-Ehre-Schule;;;;;;;;;
;0650;9870/0007;Gymnasium Bornbrook;;;;;;;;;
;0650;9870/0008;Gymnasium Hamm;;;;;;;;;
;0650;9870/0009;Goethe Gymnasium;;;;;;;;;
;0650;9870/0011;Tor zur Welt;;;;;;;;;
DE-MUS-804515;0651;4651;Städtisches Museum Halberstadt;Domplatz 36;38820;Halberstadt;Sachsen-Anhalt;DE;51.89567;11.04739;http://www.museum-halberstadt.de/;http://vzlbs2.gbv.de/DB=65/LNG=DU/
DE-1826;0652;1826;Bibliothek der International Psychoanalytic University Berlin (IPU);Stromstr. 2;10555;Berlin;Berlin;DE;52.52349;13.34254;http://www.bibliothek.ipu-berlin.de;http://vzlbs2.gbv.de/DB=65/LNG=DU/
DE-Krh2;0653;4653;Institut für Qualitätsentwicklung an Schulen Schleswig-Holstein, Bücherei;Schreberweg 5;24119;Kronshagen;Schleswig-Holstein;DE;54.33946;10.09875;http://www.schleswig-holstein.de/DE/Landesregierung/IQSH/iqsh_node.html;http://vzlbs2.gbv.de/DB=65/LNG=DU/
--;0654;4654;Institut für Qualitätsentwicklung an Schulen Schleswig-Holstein, Bücherei;Schreberweg 5;24119;Kronshagen;Schleswig-Holstein;DE;54.33946;10.09875;http://www.schleswig-holstein.de/DE/Landesregierung/IQSH/iqsh_node.html;http://vzlbs2.gbv.de/DB=65/LNG=DU/
DE-2840;0655;4655;Bundesinstitut für Kultur und Geschichte des östlichen Europa, Bibliothek;Johann-Justus-Weg 147a;26127;Oldenburg;Niedersachsen;DE;53.16132;8.17738;https://www.bkge.de/BKGE/Bibliothek/;http://vzlbs2.gbv.de/DB=65/LNG=DU/
DE-Bre12;0657;4657;Forschungsstelle Osteuropa an der Universität Bremen - Bibliothek;Klagenfurter Str. 8;28359;Bremen;Bremen;DE;53.07373;8.81235;http://www.forschungsstelle.uni-bremen.de;http://vzlbs2.gbv.de/DB=71/LNG=DU/
;0658;4658;Iranische Bibliothek Hannover;;;;;;;;;
;0661;3661;Unibibliographie Hamburg;;;;;;;;;
DE-Sta5;0662;4662;Landschaftsverband der ehemaligen Herzogtümer Bremen und Verden, Bibliothek;Johannisstr. 3;21682;Stade;Niedersachsen;DE;53.60185;9.47766;https://www.landschaftsverband-stade.de/bibliotheken/bibliothek;https://kxp.k10plus.de/DB=9.662/?COOKIE=U999,K999,D9.662,E08702d14-3,I0,B9994++++++,SY,QDEF,A,H12,,73,,76-78,,88-90,NGAST,R91.38.108.1,FN
;0662;4662/0003;Ritterschaftliches Archiv, Stade;;;;;;;;;
DE-B1594;0663;4663;Wissenschaftskolleg zu Berlin - Institute for Advanced Study, Bibliothek;Wallotstr. 19;14193;Berlin;Berlin;DE;52.49092;13.27681;http://www.wiko-berlin.de;http://gso.gbv.de/DB=9.663/
DE-Brk1;0664;3124;Zentrum für Mission und Ökumene - Nordkirche weltweit, Bibliothek;Kirchenstr. 4;25821;Breklum;Schleswig-Holstein;DE;54.60654;8.98487;http://www.nordkirche-weltweit.de;http://gso.gbv.de/DB=9.663/
;0665;3665;Nds. Landesarchiv;;;;;;;;;
DE-Au1;0665;3665/0001;Niedersächsisches Landesarchiv, Abteilung Aurich, Dienstbibliothek;Oldersumer Str. 50;26603;Aurich;Niedersachsen;DE;53.46685;7.46666;http://www.nla.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-1811-BU;0665;3665/0002;Niedersächsisches Landesarchiv, Abteilung Bückeburg;Schlossplatz 2;31675;Bückeburg;Niedersachsen;DE;52.25896;9.04481;http://www.nla.niedersachsen.de/startseite/;http://gso.gbv.de/DB=9.663/
DE-Hv4;0665;3665/0003;Niedersächsisches Landesarchiv, Abteilung Hannover, Dienstbibliothek;Am Archiv 1;30169;Hannover;Niedersachsen;DE;52.36964;9.73041;http://www.nla.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-490;0665;3665/0004;Niedersächsisches Landesarchiv, Abteilung Oldenburg, Dienstbibliothek;Damm 43;26135;Oldenburg;Niedersachsen;DE;53.13404;8.22000;http://www.nla.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-Os2;0665;3665/0005;Niedersächsisches Landesarchiv, Abteilung Osnabrück, Dienstbibliothek;Schloßstr. 29;49074;Osnabrück;Niedersachsen;DE;52.26870;8.04518;http://www.nla.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-495;0665;3665/0006;Niedersächsisches Landesarchiv, Abteilung Stade, Dienstbibliothek;Am Staatsarchiv 1;21680;Stade;Niedersachsen;DE;53.59820;9.48442;http://www.nla.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-Wo1;0665;3665/0007;Niedersächsisches Landesarchiv, Abteilung Wolfenbüttel, Dienstbibliothek;Forstweg 2;38302;Wolfenbüttel;Niedersachsen;DE;52.18198;10.53219;http://www.nla.niedersachsen.de/startseite/;http://gso.gbv.de/DB=9.663/
;0666;3666;Justizbibliotheken Niedersachsen;;;;;;;;;
DE-Hv133;0666;3666/0001;Bibliothek des Niedersächsischen Justizministeriums;Am Waterloopl. 1;30169;Hannover;Niedersachsen;DE;52.36727;9.73025;http://www.mj.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-Bs72;0666;3666/0002;Bibliothek des Oberlandesgerichts Braunschweig;Bankplatz 6;38100;Braunschweig;Niedersachsen;DE;52.26103;10.51812;http://www.oberlandesgericht-braunschweig.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-Ce2;0666;3666/0003;Bibliothek des Oberlandesgerichtes in Celle und Bibliothek der Grupen'schen Stiftung;Schloßpl. 2;29221;Celle;Niedersachsen;DE;52.62518;10.07892;http://www.oberlandesgericht-celle.niedersachsen.de/master/C5745295_N5671065_L20_D0_I4815647.html;http://gso.gbv.de/DB=9.663/
DE-940;0666;3666/0004;Oberlandesgericht Oldenburg, Bibliothek;Richard-Wagner-Platz 1;26135;Oldenburg;Niedersachsen;DE;53.13370;8.21485;http://www.oberlandesgericht-oldenburg.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-Luen3;0666;3666/0005;Niedersächsisches Oberverwaltungsgericht, Bibliothek;Uelzener Str. 40;21335;Lüneburg;Niedersachsen;DE;53.23717;10.40600;http://www.oberverwaltungsgericht.niedersachsen.de;http://gso.gbv.de/DB=9.663/
DE-2434;0666;3666/0006;Landessozialgericht Niedersachsen-Bremen, Bibliothek;Georg-Wilhelm-Str. 1;29223;Celle;Niedersachsen;DE;52.63407;10.08157;http://www.landessozialgericht.niedersachsen.de;http://opac.tib.eu/DB=17.6/LNG=DU/
;0666;3666/0007;Landesarbeitsgericht Niedersachsen, Hannover;;;;;;;;;
;0666;3666/0008;Niedersächsisches Finanzgericht, Hannover;;;;;;;;;
DE-1938;0666;3666/0013;Landgericht Hannover, Bibliothek;Volgersweg 65;30175;Hannover;Niedersachsen;DE;52.37782;9.74592;http://www.landgericht-hannover.niedersachsen.de/portal/live.php?navigation_id=13965&article_id=58767&_psmand=58;http://opac.tib.uni-hannover.de/DB=9.3/LNG=DU/
DE-2423;0666;3666/0014;Bibliothek von Amtsgericht und Landgericht Hildesheim;Kaiserstr. 60;31134;Hildesheim;Niedersachsen;DE;52.15686;9.95699;http://www.landgericht-hannover.niedersachsen.de/portal/live.php?navigation_id=13965&article_id=58767&_psmand=58;http://opac.tib.uni-hannover.de/DB=9.3/LNG=DU/
;0666;3666/0015;Landgericht Lüneburg;;;;;;;;;
;0666;3666/0016;Landgericht Oldenburg;;;;;;;;;
;0666;3666/0026;Amtsgericht Oldenburg;;;;;;;;;
DE-Hv118;0666;3666/0032;Sozialgericht Hannover, Bibliothek;Calenberger Esplanade 8;30169;Hannover;Niedersachsen;DE;52.36900;9.72371;http://www.sozialgericht-hannover.niedersachsen.de/;http://opac.tib.uni-hannover.de/DB=9.3/LNG=DU/
;0666;3666/0033;Sozialgericht Lüneburg;;;;;;;;;
;0666;3666/0035;Sozialgericht Osnabrück;;;;;;;;;
DE-Bs85;0666;3666/0038;Verwaltungsgericht, Bibliothek;Am Wendentor 7;38100;Braunschweig;Niedersachsen;DE;52.27140;10.52451;http://www.verwaltungsgericht-braunschweig.niedersachsen.de/;http://opac.tib.uni-hannover.de/DB=9.3/LNG=DU/
;0666;3666/0039;Verwaltungsgericht Göttingen;;;;;;;;;
;0666;3666/0040;Verwaltungsgericht Hannover;;;;;;;;;
;0666;3666/0041;Verwaltungsgericht Lüneburg;;;;;;;;;
;0666;3666/0042;Verwaltungsgericht Oldenburg;;;;;;;;;
;0666;3666/0043;Verwaltungsgericht Osnabrück;;;;;;;;;
;0666;3666/0044;Verwaltungsgericht Stade;;;;;;;;;
;0666;3666/0046;Arbeitsgericht Hannover;;;;;;;;;
;0666;3666/0047;Arbeitsgericht Oldenburg;;;;;;;;;
DE-H376;0673;4673;Kühne Logistics University – KLU, Bibliothek;Grosser Grasbrook 17;20457;Hamburg;Hamburg;DE;53.54053;9.99409;https://www.the-klu.org/library/;http://vzlbs2.gbv.de/DB=69/SET=2/TTL=1/LNG=EN/START_WELCOME
;0674;4674;Niedersächsische Bibliographie /  Gottfried Wilhelm Leibniz Bibliothek;;;;;;;;;
DE-Sta4;0675;4675;Stadtarchiv Stade - Dienstbibliothek;Johannisstr. 5;21682;Stade;Niedersachsen;DE;53.60214;9.47757;https://www.stadt-stade.info/portal/seiten/stadtarchiv-und-stadtgeschichte-900000242-20390.html;http://vzlbs2.gbv.de/DB=69/SET=2/TTL=1/LNG=EN/START_WELCOME
DE-2101;0675;4675/0002;Bibliothek der Museen Stade;Wasser West 39;21682;Stade;Niedersachsen;DE;53.60402;9.47715;http://www.museen-stade.de;http://vzlbs2.gbv.de/DB=69/SET=2/TTL=1/LNG=EN/START_WELCOME
;0675;4675/0003;Predigerbibliothek Stade;;;;;;;;;
DE-Po86;0676;9835;Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg / DIZ, Bibliothek;Zimmerstr. 10-11;14471;Potsdam;Brandenburg;DE;52.39866;13.04256;http://www.spsg.de/forschung-sammlungen/bibliothek-fotothek-archive/bibliothek/;http://vzlbs2.gbv.de/DB=69/SET=2/TTL=1/LNG=EN/START_WELCOME
DE-485;0677;4677;Stadtarchiv Celle, Bibliothek;Westerceller Str. 4;29227;Celle;Niedersachsen;DE;52.60358;10.07679;http://www.celle.de/Kultur/Stadtarchiv;http://vzlbs2.gbv.de/DB=69/SET=2/TTL=1/LNG=EN/START_WELCOME
DE-Ner1;0678;4678;Ruppiner Kliniken GmbH, Medizinische Bibliothek;Fehrbelliner Str. 38;16816;Neuruppin;Brandenburg;DE;52.90467;12.79771;http://www.celle.de/Kultur/Stadtarchiv;https://vzlbs3.gbv.de/DB=6/LNG=DU/
--;0681;4681;Ruppiner Kliniken GmbH, Medizinische Bibliothek;Fehrbelliner Str. 38;16816;Neuruppin;Brandenburg;DE;52.90467;12.79771;http://www.celle.de/Kultur/Stadtarchiv;https://vzlbs3.gbv.de/DB=6/LNG=DU/
DE-Z2;0682;4682;Vereinigte Domstifter zu Merseburg und Naumburg und des Kollegiatstifts Zeitz, Stiftsbibliothek und Stiftsarchiv Zeitz;Torhaus Schloßstr. 6;06712;Zeitz;Sachsen-Anhalt;DE;51.08330;12.16670;http://www.vereinigtedomstifter.de;https://vzlbs3.gbv.de/DB=6/LNG=DU/
;0683;3683;Oberste Landesbehörden Kiel;;;;;;;;;
;0683;3683/0001;Innenministerium Schleswig-Holstein;;;;;;;;;
;0683;3683/0002;Finanzministerium Schleswig-Holstein;;;;;;;;;
;0683;3683/0003;Justizministerium Schleswig-Holstein;;;;;;;;;
;0683;3683/0004;Verwaltungs- und Oberverwaltungsgericht Schleswig;;;;;;;;;
;0683;3683/0005;Schleswig-Holsteinisches Oberlandesgericht Schleswig;;;;;;;;;
DE-MUS-784114;0684;3684;Landesmuseum, Prinzenpalais;Damm 1;26135;Oldenburg;Niedersachsen;DE;53.13628;8.21765;https://www.landesmuseum-ol.de/museum/unsere-haeuser/prinzenpalais.html;https://vzlbs3.gbv.de/DB=6/LNG=DU/
DE-H66;0687;4687;Asklepios Medical School, Bibliothek;Lohmühlenstr. 5;20099;Hamburg;Hamburg;DE;53.55863;10.01982;http://www.asklepios.com/ach/;https://vzlbs3.gbv.de/DB=6/LNG=DU/
DE-Ma33;0688;4688;Kulturhistorisches Museum und Museum für Naturkunde, Bibliothek;Otto-von-Guericke-Str. 68/73;39104;Magdeburg;Sachsen-Anhalt;DE;52.12523;11.63002;http://www.asklepios.com/ach/;https://vzlbs3.gbv.de/DB=6/LNG=DU/
DE-2719;0689;4689;Deutsches Zentrum für Neurodegenerative Erkrankungen e.V. (DZNE), Digitale Bibliothek;Venusberg-Campus 1/99;53127;Bonn;Nordrhein-Westfalen;DE;50.69689;7.10745;https://www.dzne.de/en/research/core-facilities/library-and-information-services/;https://vzlbs3.gbv.de/DB=6/LNG=DU/
DE-2469;0690;4690;Archiv des Landkreises Cuxhaven;Marktstr. 2;21762;Otterndorf;Niedersachsen;DE;53.80775;8.90146;https://www.archiv-otterndorf.de/;https://vzlbs3.gbv.de/DB=6/LNG=DU/
--;0691;3691;Archiv des Landkreises Cuxhaven;Marktstr. 2;21762;Otterndorf;Niedersachsen;DE;53.80775;8.90146;https://www.archiv-otterndorf.de/;https://vzlbs3.gbv.de/DB=6/LNG=DU/
DE-We21;0692;4692;Harzbücherei Wernigerode;Klint 10;38855;Wernigerode;Sachsen-Anhalt;DE;51.83252;10.78329;https://www.wernigerode.de/Stadtleben/Kultur/Stadtbibliothek/index.php?object=tx,3098.1&ModID=9&FID=3098.308.1&NavID=3098.186.1;https://vzlbs3.gbv.de/DB=6/LNG=DU/
